"";"study";"condition_arm1";"condition_arm2";"multi_arm1";"multi_arm2";".g";".g_se";"outcome_type";"instrument";"rating";"mean_arm1";"sd_arm1";"n_arm1";"mean_arm2";"sd_arm2";"n_arm2";"mean_change_arm1";"sd_change_arm1";"n_change_arm1";"mean_change_arm2";"sd_change_arm2";"n_change_arm2";"dich_paper";"event_arm1";"event_arm2";"totaln_arm1";"totaln_arm2";"precalc_g";"precalc_g_se";"precalc_log_rr";"precalc_log_rr_se";"other_stat";"baseline_m_arm1";"baseline_sd_arm1";"baseline_n_arm1";"baseline_m_arm2";"baseline_sd_arm2";"baseline_n_arm2";"rand_arm1";"rand_arm2";"attr_arm1";"attr_arm2";"rand_ratio";"year";"time_weeks";"time";"comorbid_mental";"format";"format_details";"country";"age_group";"percent_women";"recruitment";"diagnosis";"target_group";"sg";"ac";"ba";"itt";"rob";"n_sessions_arm1";"mean_age";".log_rr";".log_rr_se";".event_arm1";".event_arm2";".totaln_arm1";".totaln_arm2";"full_ref";".id"
"635";"Sanabria-Mazo, 2023";"3rd";"cau";"3rd";"cau";0,329489670751571;0,187962622324772;"msd";"dass21-d";"self-report";5,27;5,75;52;7,28;6,3;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,29;5,47;78;7,62;6,07;78;78;78;26;14;1;2023;8;"post";"n";"grp";"grp/videoconference";"eu";"adul";0,68;"oth";"cut";"med";1;1;"sr";1;4;5;54,5;NA;NA;NA;NA;NA;NA;"Sanabria-Mazo JP, Colomer-Carbonell A, Borràs X, Castaño-Asins JR, McCracken LM, Montero-Marin J, et al. Efficacy of Videoconference Group Acceptance and Commitment Therapy (ACT) and Behavioral Activation Therapy for Depression (BATD) for Chronic Low Back Pain (CLBP) Plus Comorbid Depressive Symptoms: A Randomized Controlled Trial (IMPACT Study). J Pain. 2023;24(8):1522-40.";NA
"636";"Sanabria-Mazo, 2023";"bat";"cau";"bat";"cau";0,454556209884712;0,201055708974644;"msd";"dass21-d";"self-report";4,67;4,63;42;7,28;6,3;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,77;5,26;78;7,62;6,07;78;78;78;36;14;1;2023;8;"post";"n";"grp";"grp/videoconference";"eu";"adul";0,68;"oth";"cut";"med";1;1;"sr";1;4;4;54,5;NA;NA;NA;NA;NA;NA;"Sanabria-Mazo JP, Colomer-Carbonell A, Borràs X, Castaño-Asins JR, McCracken LM, Montero-Marin J, et al. Efficacy of Videoconference Group Acceptance and Commitment Therapy (ACT) and Behavioral Activation Therapy for Depression (BATD) for Chronic Low Back Pain (CLBP) Plus Comorbid Depressive Symptoms: A Randomized Controlled Trial (IMPACT Study). J Pain. 2023;24(8):1522-40.";NA
"637";"Sanabria-Mazo, 2023";"3rd";"cau";"3rd";"cau";0,377276621163003;0,205768440607861;"msd";"dass21-d";"self-report";6,68;5,94;44;9,06;6,51;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,29;5,47;78;7,62;6,07;78;78;78;26;14;1;2023;52;"post";"n";"grp";"grp/videoconference";"eu";"adul";0,68;"oth";"cut";"med";1;1;"sr";1;4;5;54,5;NA;NA;NA;NA;NA;NA;"Sanabria-Mazo JP, Colomer-Carbonell A, Borràs X, Castaño-Asins JR, McCracken LM, Montero-Marin J, et al. Efficacy of Videoconference Group Acceptance and Commitment Therapy (ACT) and Behavioral Activation Therapy for Depression (BATD) for Chronic Low Back Pain (CLBP) Plus Comorbid Depressive Symptoms: A Randomized Controlled Trial (IMPACT Study). J Pain. 2023;24(8):1522-40.";"Sanabria-Mazo_2023_msd_dass21-d_post_52_self-report_3rd_cau_3rd_cau"
"638";"Sander, 2020";"cbt";"cau";NA;NA;0,42284428693507;0,11775113360005;"msd";"phq-9";"self-report";6,28;3,45;149;7,86;3,99;146;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,02;3,43;149;7,98;3,78;146;149;146;47;24;1;2020;9;"post";"n";"gsh";"gsh";"eu";"adul";0,6;"oth";"sub";"med";1;1;"sr";1;4;6;51,7;NA;NA;NA;NA;NA;NA;"Sander LB, Paganini S, Terhorst Y, et al. Effectiveness of a Guided Web-Based Self-help Intervention to Prevent Depression in Patients with Persistent Back Pain: The PROD-BP Randomized Clinical Trial. JAMA Psychiatry. 2020;77(10):1001-1011.";"Sander_2020_msd_phq-9_post_0_self-report_cbt_cau_NA_NA"
"639";"Savard, 2006";"cbt";"wl";NA;NA;0,222178303807082;0,332890180138018;"msd";"hads-d";"self-report";5,19;2,89;21;5,83;2,72;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,42;2,43;21;8,87;2,6;16;25;20;4;4;1;2006;0;"post";"n";"ind";"ind";"can";"adul";1;"com";"cut";"med";1;1;"sr";0;3;8;51,55;NA;NA;NA;NA;NA;NA;"Savard J, Simard S, Giguere I, Ivers H, Morin CM, Maunsell E, et al. Randomized clinical trial on cognitive therapy for depression in women with metastatic breast cancer: Psychological and immunological effects. Palliative and Supportive Care. 2006;4(3):219-37.";"Savard_2006_msd_hads-d_post_0_self-report_cbt_wl_NA_NA"
"640";"Savard, 2006";"cbt";"wl";NA;NA;0,685634314644339;0,341694350155391;"msd";"bdi-1";"self-report";11,52;6,42;21;15,93;6,12;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,13;5,41;21;20,4;5,76;16;25;20;4;4;1;2006;0;"post";"n";"ind";"ind";"can";"adul";1;"com";"cut";"med";1;1;"sr";0;3;8;51,55;NA;NA;NA;NA;NA;NA;"Savard J, Simard S, Giguere I, Ivers H, Morin CM, Maunsell E, et al. Randomized clinical trial on cognitive therapy for depression in women with metastatic breast cancer: Psychological and immunological effects. Palliative and Supportive Care. 2006;4(3):219-37.";"Savard_2006_msd_bdi-1_post_0_self-report_cbt_wl_NA_NA"
"641";"Savard, 2006";"cbt";"wl";NA;NA;1,10069339319457;0,356680920738126;"msd";"hdrs-17";"clinician";6,88;4,81;21;12,21;4,64;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,21;4,26;21;14,4;4,52;16;25;20;4;4;1;2006;0;"post";"n";"ind";"ind";"can";"adul";1;"com";"cut";"med";1;1;"1";0;3;8;51,55;NA;NA;NA;NA;NA;NA;"Savard J, Simard S, Giguere I, Ivers H, Morin CM, Maunsell E, et al. Randomized clinical trial on cognitive therapy for depression in women with metastatic breast cancer: Psychological and immunological effects. Palliative and Supportive Care. 2006;4(3):219-37.";"Savard_2006_msd_hdrs_post_0_clinician_cbt_wl_NA_NA"
"642";"Savari, 2021";"3rd";"wl";NA;NA;1,65067467038298;0,425797349980174;"msd";"bdi-2";"self-report";16,2;3,9;15;25,5;6,7;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,1;7,2;15;26,9;8,6;15;15;15;0;0;1;2021;4;"post";"n";"grp";"grp";"oth";"yadul";1;"clin";"mdd";"stud";1;0;"1";1;3;8;24,3;NA;NA;NA;NA;NA;NA;"Savari, Y., Mohagheghi, H., & Petrocchi, N. (2021). A preliminary investigation on the effectiveness of compassionate mind training for students with major depressive disorder: A randomized controlled trial. Mindfulness, 12(5), 1159-1172. doi:10.1007/s12671-020-01584-3";"Savari_2021_msd_bdi-2_post_0_self-report_3rd_wl_NA_NA"
"643";"Scazufca, 2022";"bat";"cau";NA;NA;0,381483126569759;0,0872329010990999;"msd";"phq-9";"self-report";8,82;7,23;253;11,52;6,92;284;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,04;4,58;360;16,34;4,69;355;360;355;107;71;1;2022;34;"post";"n";"ind";"ind home sessions";"oth";"adul";0,74;"oth";"cut";"old";1;1;"sr";1;4;10;NA;NA;NA;NA;NA;NA;NA;"Scazufca, M., Nakamura, C. A., Seward, N., Moreno-Agostino, D., van de Ven, P., Hollingworth, W., . . . Araya, R. (2022). A task-shared, collaborative care psychosocial intervention for improving depressive symptomatology among older adults in a socioeconomically deprived area of Brazil (PROACTIVE): a pragmatic, two-arm, parallel-group, cluster-randomised controlled trial. Lancet Healthy Longev, 3(10), e690-e702. doi:10.1016/s2666-7568(22)00194-5";"Scazufca_2022_msd_phq-9_post_0_self-report_bat_cau_NA_NA"
"644";"Schlicker, 2020";"cbt";"wl";NA;NA;0,297239578723963;0,231021734485589;"msd";"qids-sr";"self-report";13,06;4,35;40;14,21;3,15;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;4,57;40;15,55;4,53;36;40;36;10;6;1;2020;9;"post";"n";"gsh";"gsh";"eu";"adul";0,65;"oth";"mdd";"med";1;1;"sr";1;4;5;51,3;NA;NA;NA;NA;NA;NA;"Schlicker S, Baumeister H, Buntrock C, et al. A web- And mobile-based intervention for comorbid, recurrent depression in patients with chronic back pain on sick leave (get.back): Pilot randomized controlled trial on feasibility, user satisfaction, and effectiveness. JMIR Mental Health. 2020;7(4).";"Schlicker_2020_msd_qids-sr_post_0_self-report_cbt_wl_NA_NA"
"645";"Schlicker, 2020";"cbt";"wl";NA;NA;0,425532778272758;0,232365414711731;"msd";"ces-d";"self-report";25,66;8,48;40;28,91;6,38;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32,5;7,27;40;33,55;7,84;36;40;36;10;6;1;2020;9;"post";"n";"gsh";"gsh";"eu";"adul";0,65;"oth";"mdd";"med";1;1;"sr";1;4;5;51,3;NA;NA;NA;NA;NA;NA;"Schlicker S, Baumeister H, Buntrock C, et al. A web- And mobile-based intervention for comorbid, recurrent depression in patients with chronic back pain on sick leave (get.back): Pilot randomized controlled trial on feasibility, user satisfaction, and effectiveness. JMIR Mental Health. 2020;7(4).";"Schlicker_2020_msd_ces-d_post_0_self-report_cbt_wl_NA_NA"
"646";"Schmidt, 1983";"cbt";"wl";"cbt (large group cbt)";"wl";0,265717530533437;0,439013884716655;"msd";"mmpi-d";"self-report";32,5;8;11;34,6;7,1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37,5;3,5;11;35,3;7,4;10;11;10;0;0;1;1983;0;"post";"n";"grp";"grp";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_mmpi-d_post_0_self-report_cbt_wl_cbt(largegroupcbt)_wl"
"647";"Schmidt, 1983";"cbt";"wl";"cbt (large group cbt)";"wl";0,547696986085814;0,445711636897499;"msd";"dacl";"self-report";13,3;6,7;11;17,7;8,7;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,7;7,3;11;17,8;7,6;10;11;10;0;0;1;1983;0;"post";"n";"grp";"grp";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_dacl_post_0_self-report_cbt_wl_cbt(largegroupcbt)_wl"
"648";"Schmidt, 1983";"cbt";"wl";"cbt (large group cbt)";"wl";0,624968233685398;0,448330075714609;"msd";"poms-d";"self-report";19,9;11,7;11;30,2;19,4;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,9;6,1;11;31,6;12,7;10;11;10;0;0;1;1983;0;"post";"n";"grp";"grp";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_poms-d_post_0_self-report_cbt_wl_cbt(largegroupcbt)_wl"
"649";"Schmidt, 1983";"cbt";"wl";"cbt (large group cbt)";"wl";0,671444961141847;0,450062766013941;"msd";"bdi-1";"self-report";16;7,3;11;21,7;9;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,5;6,1;11;26;7,2;10;11;10;0;0;1;1983;0;"post";"n";"grp";"grp";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_bdi-1_post_0_self-report_cbt_wl_cbt(largegroupcbt)_wl"
"650";"Schmidt, 1983";"cbt";"wl";"cbt (large group cbt)";"wl";0,728456669559321;0,452347658212441;"msd";"sds";"self-report";55,3;12,1;11;64,7;12,7;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62,6;5,7;11;62,5;9,8;10;11;10;0;0;1;1983;0;"post";"n";"grp";"grp";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_sds_post_0_self-report_cbt_wl_cbt(largegroupcbt)_wl"
"651";"Schmidt, 1983";"cbt";"wl";"cbt (small group cbt)";"wl";0,889040775408262;0,459705227874772;"msd";"poms-d";"self-report";15,1;12,9;11;30,2;19,4;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26;12,9;11;31,6;12,7;10;11;10;0;0;1;1983;0;"post";"n";"grp";"grp";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_poms-d_post_0_self-report_cbt_wl_cbt(smallgroupcbt)_wl"
"652";"Schmidt, 1983";"cbt";"wl";"cbt (small group cbt)";"wl";1,04004562746605;0,467819051053674;"msd";"mmpi-d";"self-report";26,5;7,8;11;34,6;7,1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34,8;8,2;11;35,3;7,4;10;11;10;0;0;1;1983;0;"post";"n";"grp";"grp";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_mmpi-d_post_0_self-report_cbt_wl_cbt(smallgroupcbt)_wl"
"653";"Schmidt, 1983";"cbt";"wl";"cbt (individual cbt)";"wl";1,07223560863881;0,459963245004025;"msd";"sds";"self-report";46,7;18,5;12;64,7;12,7;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,3;12,8;12;62,5;9,8;10;12;10;0;0;1;1983;0;"post";"n";"ind";"ind";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_sds_post_0_self-report_cbt_wl_cbt(individualcbt)_wl"
"654";"Schmidt, 1983";"cbt";"wl";"cbt (cbt-based bibliotherapy)";"wl";1,25771680464035;0,471358434394586;"msd";"mmpi-d";"self-report";25,1;7,4;12;34,6;7,1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33,9;6,8;12;35,3;7,4;10;12;10;0;0;1;1983;0;"post";"n";"gsh";"gsh";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;6;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_mmpi-d_post_0_self-report_cbt_wl_cbt(cbt-basedbibliotherapy)_wl"
"655";"Schmidt, 1983";"cbt";"wl";"cbt (small group cbt)";"wl";1,28621166389191;0,483372479983695;"msd";"bdi-1";"self-report";9,5;9,2;11;21,7;9;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,4;6,1;11;26;7,2;10;11;10;0;0;1;1983;0;"post";"n";"grp";"grp";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_bdi-1_post_0_self-report_cbt_wl_cbt(smallgroupcbt)_wl"
"656";"Schmidt, 1983";"cbt";"wl";"cbt (cbt-based bibliotherapy)";"wl";1,30686944767277;0,474630728618611;"msd";"poms-d";"self-report";10;9,7;12;30,2;19,4;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,4;12;12;31,6;12,7;10;12;10;0;0;1;1983;0;"post";"n";"gsh";"gsh";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;6;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_poms-d_post_0_self-report_cbt_wl_cbt(cbt-basedbibliotherapy)_wl"
"657";"Schmidt, 1983";"cbt";"wl";"cbt (cbt-based bibliotherapy)";"wl";1,31757878921477;0,475357264363453;"msd";"sds";"self-report";47,9;11,9;12;64,7;12,7;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62,3;7,8;12;62,5;9,8;10;12;10;0;0;1;1983;0;"post";"n";"gsh";"gsh";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;6;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_sds_post_0_self-report_cbt_wl_cbt(cbt-basedbibliotherapy)_wl"
"658";"Schmidt, 1983";"cbt";"wl";"cbt (cbt-based bibliotherapy)";"wl";1,33988064460999;0,476885654439121;"msd";"dacl";"self-report";7,9;5,3;12;17,7;8,7;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,9;8,4;12;17,8;7,6;10;12;10;0;0;1;1983;0;"post";"n";"gsh";"gsh";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;6;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_dacl_post_0_self-report_cbt_wl_cbt(cbt-basedbibliotherapy)_wl"
"659";"Schmidt, 1983";"cbt";"wl";"cbt (individual cbt)";"wl";1,4079957523661;0,481680700482819;"msd";"mmpi-d";"self-report";23,8;7,6;12;34,6;7,1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31,4;8,2;12;35,3;7,4;10;12;10;0;0;1;1983;0;"post";"n";"ind";"ind";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_mmpi-d_post_0_self-report_cbt_wl_cbt(individualcbt)_wl"
"660";"Schmidt, 1983";"cbt";"wl";"cbt (individual cbt)";"wl";1,56383882691561;0,493345311444887;"msd";"poms-d";"self-report";6,9;8,1;12;30,2;19,4;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24;13,9;12;31,6;12,7;10;12;10;0;0;1;1983;0;"post";"n";"ind";"ind";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_poms-d_post_0_self-report_cbt_wl_cbt(individualcbt)_wl"
"661";"Schmidt, 1983";"cbt";"wl";"cbt (small group cbt)";"wl";1,57433346968957;0,504917591368718;"msd";"dacl";"self-report";6,4;4,7;11;17,7;8,7;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;7;11;17,8;7,6;10;11;10;0;0;1;1983;0;"post";"n";"grp";"grp";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_dacl_post_0_self-report_cbt_wl_cbt(smallgroupcbt)_wl"
"662";"Schmidt, 1983";"cbt";"wl";"cbt (small group cbt)";"wl";1,6153988962694;0,50825765128965;"msd";"sds";"self-report";46,7;8,5;11;64,7;12,7;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60,5;10,1;11;62,5;9,8;10;11;10;0;0;1;1983;0;"post";"n";"grp";"grp";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_sds_post_0_self-report_cbt_wl_cbt(smallgroupcbt)_wl"
"663";"Schmidt, 1983";"cbt";"wl";"cbt (individual cbt)";"wl";1,67464961929458;0,50219726033481;"msd";"dacl";"self-report";5,8;4,8;12;17,7;8,7;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,8;6,4;12;17,8;7,6;10;12;10;0;0;1;1983;0;"post";"n";"ind";"ind";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_dacl_post_0_self-report_cbt_wl_cbt(individualcbt)_wl"
"664";"Schmidt, 1983";"cbt";"wl";"cbt (cbt-based bibliotherapy)";"wl";1,7130446407002;0,505367415435423;"msd";"bdi-1";"self-report";8,5;5,8;12;21,7;9;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,8;8;12;26;7,2;10;12;10;0;0;1;1983;0;"post";"n";"gsh";"gsh";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;6;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_bdi-1_post_0_self-report_cbt_wl_cbt(cbt-basedbibliotherapy)_wl"
"665";"Schmidt, 1983";"cbt";"wl";"cbt (individual cbt)";"wl";1,80386475243357;0,513069062041655;"msd";"bdi-1";"self-report";7,3;6,4;12;21,7;9;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,7;7,7;12;26;7,2;10;12;10;0;0;1;1983;0;"post";"n";"ind";"ind";"us";"adul";0,84;"com";"cut";"adul";0;0;"sr";0;1;7;42;NA;NA;NA;NA;NA;NA;"Schmidt MM, Miller WR. Amount of therapist contact and outcome in a multidimensional depression treatment program. Acta Psychiatrica Scandinavica. 1983;67(5):319-32.";"Schmidt_1983_msd_bdi-1_post_0_self-report_cbt_wl_cbt(individualcbt)_wl"
"666";"Schramm, 2020";"ipt";"wl";NA;NA;0,759175860697386;0,408142315717147;"msd";"hdrs-24";"clinician";6,6;5,06;12;12;8,12;14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;14;2;0;1;2020;8;"post";"n";"grp";"grp";"eu";"adul";0,79;"clin";"mdd";"oth";1;0;"sr";1;3;8;47,4;NA;NA;NA;NA;NA;NA;"Schramm E, Mack S, Thiel N, Jenkner C, Elsaesser M, Fangmeier T. Interpersonal psychotherapy vs treatment as usual for major depression related to work stress: A pilot randomized controlled study. Frontiers in Psychiatry. 2020;11.";NA
"667";"Schramm, 2020";"ipt";"wl";NA;NA;1,14937678806953;0,426439808142456;"msd";"bdi-1";"self-report";8,83;5,85433172958281;12;18,83;10,1024749442896;14;NA;NA;NA;NA;NA;NA;"-";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;14;2;0;1;2020;8;"post";"n";"grp";"grp";"eu";"adul";0,79;"clin";"mdd";"oth";1;0;"sr";1;3;8;47,4;NA;NA;NA;NA;NA;NA;"Schramm E, Mack S, Thiel N, Jenkner C, Elsaesser M, Fangmeier T. Interpersonal psychotherapy vs treatment as usual for major depression related to work stress: A pilot randomized controlled study. Frontiers in Psychiatry. 2020;11.";"Schramm_2020_msd_bdi-1_post_0_self-report_ipt_cau_NA_NA"
"668";"Schulberg, 1996";"ipt";"cau";NA;NA;0,437241987962224;0,148805997596104;"msd";"hdrs-17";"clinician";9,3;8,68;93;13,1;8,63;92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,3;4,6;93;23,4;5,3;92;93;92;46;11;1;1996;0;"post";"n";"ind";"ind";"us";"adul";0,83;"clin";"mdd";"adul";0;0;"1";1;2;16;38,09;NA;NA;NA;NA;NA;NA;"Schulberg HC, Block MR, Madonia MJ, Scott CP, Rodriguez E, Imber SD, et al. Treating major depression in primary care practice. Eight-month clinical outcomes. Archives of General Psychiatry. 1996;53(10):913-9.";"Schulberg_1996_msd_hdrs_post_0_clinician_ipt_cau_NA_NA"
"669";"Schuster, 2017";"other psy";"wl";NA;NA;0,846805374940163;0,30852847452738;"msd";"ces-d";"self-report";18,1;5,82;22;23,5;6,65;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;5,41;22;23,5;7,28;24;23;24;3;7;1;2017;0;"post";"n";"grp";"grp";"eu";"adul";0,68;"com";"cut";"adul";1;0;"sr";1;3;8;45,9;NA;NA;NA;NA;NA;NA;"Schuster, R., Leitner, I., Carlbring, P., & Laireiter, A.-R. (2017). Exploring blended group interventions for depression: randomised controlled feasibility study of a blended computer- and multimedia-supported psychoeducational group intervention for adults with depressive symptoms. Internet Interventions, 8, 63-71.";"Schuster_2017_msd_ces-d_post_0_self-report_otherpsy_wl_NA_NA"
